,Symbol,Name,Industry,IndustryCode
1265,GDYN,Grid Dynamics Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1266,APR,Apria Inc,헬스케어 업체 및 서비스,561020
1267,WASH,Washington Trust Bancorp Inc,은행,551010
1268,VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
1269,OMER,Omeros Corp,생명과학 및 메디컬 리서치,562020
1270,ENTA,Enanta Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1271,HFWA,Heritage Financial Corp,은행,551010
1272,ITOS,Iteos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1273,TVTX,Travere Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1274,OPRX,OPTIMIZERx Corp,소프트웨어 및 IT서비스,572010
1275,HPK,Highpeak Energy Inc,오일 및 가스 장비 및 서비스,501030
1276,GLDD,Great Lakes Dredge & Dock Corp,건설 및 엔지니어링,522010
1277,GTHX,G1 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1278,BTAI,BioXcel Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1279,CONX,CONX Corp Class A,기타 금융업,556010
1280,PRDO,Perdoceo Education Corp,교육서비스,631010
1281,DIBS,1stdibs.Com Inc,소프트웨어 및 IT서비스,572010
1282,CRMT,America's CAR-MART Inc,전문품 상점,534030
1283,HOLI,Hollysys Automation Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
1284,AINV,Apollo Investment Corp,투자은행 및 서비스,551020
1285,LBAI,Lakeland Bancorp Inc,은행,551010
1286,SCVL,Shoe Carnival Inc,전문품 상점,534030
1287,TGLS,Tecnoglass Inc,주택건설,532030
1288,VIVO,Meridian Bioscience Inc,헬스케어 장비 및 용품,561010
1289,ANNX,Annexon Inc,제약,562010
1290,OGI,OrganiGram Holdings Inc,제약,562010
1291,TILE,Interface Inc,가정용품,532040
1292,BLDE,Blade Air Mobility Inc Class A,기타 금융업,556010
1293,AACQ,Artius Acquisition Inc Class A,기타 금융업,556010
1294,EPZM,Epizyme Inc,생명과학 및 메디컬 리서치,562020
1295,ORBC,ORBCOMM Inc,통신 서비스,574010
1296,RDUS,Radius Health Inc,생명과학 및 메디컬 리서치,562020
1297,PTNR,Partner Communications Company Ltd ADR,통신 서비스,574010
1298,BMTC,Bryn Mawr Bank Corp,은행,551010
1299,GSM,Ferroglobe PLC,메탈&마이닝,512010
1300,RADI,Radius Global Infrastructure Inc Class A,부동산 운영 관리,601010
1301,ARCT,Arcturus Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
1302,HMPT,Home Point Capital Inc,은행,551010
1303,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1304,HMST,HomeStreet Inc,은행,551010
1305,CTLP,Cantaloupe Inc,핀테크,573010
1306,EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
1307,ARLP,Alliance Resource Partners LP Unit,석유,501010
1308,KOPN,Kopin Corp,반도체 및 반도체 장비,571010
1309,PLAB,Photronics Inc,반도체 및 반도체 장비,571010
1310,PRTS,Carparts.Com Inc,전문품 상점,534030
1311,HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
1312,BCOR,Blucora Inc,투자은행 및 서비스,551020
1313,VINP,Vinci Partners Investments Ltd Class A,투자은행 및 서비스,551020
1314,VITL,Vital Farms Inc,식품 및 약품소매,543010
1315,STRO,Sutro Biopharma Inc,생명과학 및 메디컬 리서치,562020
1316,AEPPZ,American Electric Power Company Inc,전기 유틸리티,591010
1317,AXGN,AxoGen Inc,헬스케어 장비 및 용품,561010
1318,ALZN,Alzamend Neuro Inc,생명과학 및 메디컬 리서치,562020
1319,VFF,Village Farms International Inc,식품 및 담배,541020
1320,MERC,Mercer International Inc,종이 및 임산물,513010
1321,NRXP,NRX Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1322,FANH,Fanhua Inc ADR,보험,553010
1323,ME,VG Acquisition Corp Class A,기타 금융업,556010
1324,HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
1325,ORIC,Oric Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1326,OSW,OneSpaWorld Holdings Ltd,호텔 및 엔터테인먼트,533010
1327,CUTR,Cutera Inc,헬스케어 장비 및 용품,561010
1328,NFBK,Northfield Bancorp Inc,은행,551010
1329,FTOCU,FTAC Olympus Acquisition Corp,기타 금융업,556010
1330,PAE,PAE Inc Class A,우주항공 및 국방,521010
1331,ALTA,Altabancorp,은행,551010
1332,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1333,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
1334,NWLI,National Western Life Group Inc Class A,보험,553010
1335,AFINO,American Finance Trust Inc PRF,주택 및 상업용 리츠,601020
1336,CLCT,Collectors Universe Inc,전문 및 상업 서비스,522030
1337,ECHO,Echo Global Logistics Inc,화물 및 물류 서비스,524050
1338,TMDX,Transmedics Group Inc,헬스케어 장비 및 용품,561010
1339,TIG,Trean Insurance Group Inc,보험,553010
1340,OFIX,Orthofix Medical Inc,헬스케어 장비 및 용품,561010
1341,GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
1342,HERAU,FTAC Hera Acquisition Corp,기타 금융업,556010
1343,HONE,HarborOne Bancorp Inc,은행,551010
1344,VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
1345,HLIT,Harmonic Inc,커뮤니케이션 및 네트워킹,571020
1346,TCX,Tucows Inc,소프트웨어 및 IT서비스,572010
1347,FBMS,First Bancshares Inc (Mississippi),은행,551010
1348,SLRC,SLR Investment Corp,다양한 금융서비스,555010
1349,ABTX,Allegiance Bancshares Inc,은행,551010
1350,FORR,Forrester Research Inc,미디어 및 출판,533020
1351,TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
1352,MRUS,Merus NV,생명과학 및 메디컬 리서치,562020
1353,LIND,Lindblad Expeditions Holdings Inc,호텔 및 엔터테인먼트,533010
1354,UVSP,Univest Financial Corp,은행,551010
1355,AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
1356,CASA,Casa Systems Inc,커뮤니케이션 및 네트워킹,571020
1357,RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
1358,AEPPL,American Electric Power Company Inc,전기 유틸리티,591010
1359,KPTI,Karyopharm Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1360,AACQU,Artius Acquisition Inc Unit,기타 금융업,556010
1361,CONN,Conn's Inc,전문품 상점,534030
1362,VOR,Vor Biopharma Inc,생명과학 및 메디컬 리서치,562020
1363,COLL,Collegium Pharmaceutical Inc,제약,562010
1364,TRCH,Torchlight Energy Resources Inc,오일 및 가스,501020
1365,HBNC,Horizon Bancorp Inc,은행,551010
1366,PASG,Passage Bio Inc,생명과학 및 메디컬 리서치,562020
1367,MAXN,Maxeon Solar Technologies Ltd,재생에너지,502010
1368,LORL,Loral Space & Communications Inc,커뮤니케이션 및 네트워킹,571020
1369,NEWT,Newtek Business Services Corp,은행,551010
1370,SESN,Sesen Bio Inc,생명과학 및 메디컬 리서치,562020
1371,KARO,Karooooo Ltd,소프트웨어 및 IT서비스,572010
1372,CURI,Curiositystream Inc. Class A,소프트웨어 및 IT서비스,572010
1373,SPWH,Sportsmans Warehouse Holdings Inc,전문품 상점,534030
1374,STFC,State Auto Financial Corp,보험,553010
1375,MGI,MoneyGram International Inc,전문 및 상업 서비스,522030
1376,SP,SP Plus Corp,운송 인프라,524070
1377,SLN,Silence Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1378,WPRT,Westport Fuel Systems Inc,자동차 및 자동차 부품,531010
1379,QCRH,QCR Holdings Inc,은행,551010
1380,USLM,United States Lime & Minerals Inc,건축 자재,512020
1381,CCD,Calamos Dynamic Convertible and Income Fund,다양한 금융서비스,555010
1382,LCY,Landcadia Holdings III Inc Class A,기타 금융업,556010
1383,YQ,17 Education & Technology Group Inc ADR,교육서비스,631010
1384,LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
1385,CONXU,CONX Corp,기타 금융업,556010
1386,AERI,Aerie Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1387,OXLC,Oxford Lane Capital Corp,다양한 금융서비스,555010
1388,IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
1389,GAN,Gan Ltd,소프트웨어 및 IT서비스,572010
1390,BTWN,Bridgetown Holdings Ltd Class A,기타 금융업,556010
1391,GSBC,Great Southern Bancorp Inc,은행,551010
1392,FNCH,Finch Therapeutics Group Inc,생명과학 및 메디컬 리서치,562020
1393,AOSL,Alpha and Omega Semiconductor Ltd,반도체 및 반도체 장비,571010
1394,SPNE,SeaSpine Holdings Corp,헬스케어 장비 및 용품,561010
1395,YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
1396,GGPIU,Gores Guggenheim Inc,기타 금융업,556010
1397,IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
1398,SVFA,SVF Investment Corp Class A,기타 금융업,556010
1399,TWCT,TWC Tech Holdings II Corp,기타 금융업,556010
1400,CFB,Crossfirst Bankshares Inc,은행,551010
1401,ETAC,E.Merge Technology Acquisition Corp Class A,기타 금융업,556010
1402,XENE,Xenon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1403,VERI,Veritone Inc,소프트웨어 및 IT서비스,572010
1404,CTRN,Citi Trends Inc,전문품 상점,534030
1405,JANX,Janux Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1406,PHAR,Pharming Group NV ADR,제약,562010
1407,CTBI,Community Trust Bancorp Inc,은행,551010
1408,CGBD,TCG BDC Inc,은행,551010
1409,ATNI,ATN International Inc,통신 서비스,574010
1410,SCSC,Scansource Inc,"컴퓨터, 전화 및 가전제품",571060
1411,SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
1412,AGC,Altimeter Growth Corp Class A,기타 금융업,556010
1413,CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1414,MGIC,Magic Software Enterprises Ltd,소프트웨어 및 IT서비스,572010
1415,LMACA,Liberty Media Acquisition Corp Series A,기타 금융업,556010
1416,ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
1417,NCBS,Nicolet Bankshares Inc,은행,551010
1418,HIII,Hudson Executive Investment Corp III Class A,기타 금융업,556010
1419,TSC,TriState Capital Holdings Inc,은행,551010
1420,LAND,Gladstone Land Corp,주택 및 상업용 리츠,601020
1421,SBNYP,Signature Bank ADR,은행,551010
1422,KALV,Kalvista Pharmaceuticals Inc,제약,562010
1423,CHUY,Chuy's Holdings Inc,호텔 및 엔터테인먼트,533010
1424,CRNX,Crinetics Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1425,CMLF,CM Life Sciences Inc Class A,기타 금융업,556010
1426,VWE,Vintage Wine Estates Inc,음료,541010
1427,SPTN,SpartanNash Co,식품 및 약품소매,543010
1428,WINA,Winmark Corp,전문품 상점,534030
1429,CALT,Calliditas Therapeutics AB ADR,제약,562010
1430,AKYA,Akoya Biosciences Inc,헬스케어 장비 및 용품,561010
1431,KDMN,Kadmon Holdings Inc,제약,562010
1432,TARS,Tarsus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1433,CLAR,Clarus Corp,레저 상품,532050
1434,RIGL,Rigel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1435,HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
1436,KDNY,Chinook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1437,BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1438,CENT,Central Garden & Pet Co,식품 및 담배,541020
1439,CMRX,Chimerix Inc,생명과학 및 메디컬 리서치,562020
1440,TALS,Talaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1441,VSTA,Vasta Platform Ltd Class A,비즈니스교육,631030
1442,BPYU,Brookfield Property REIT Inc Class A,주택 및 상업용 리츠,601020
1443,MSDA,MSD Acquisition Corp Class A,기타 금융업,556010
1444,UFCS,United Fire Group Inc,보험,553010
1445,ATRS,Antares Pharma Inc,헬스케어 장비 및 용품,561010
1446,CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
1447,VIACP,ViacomCBS Inc Convertible Preference Shares Series A,미디어 및 출판,533020
1448,LILA,Liberty Latin America Ltd Class A,통신 서비스,574010
1449,CMLT,CM Life Sciences III Inc Class A,기타 금융업,556010
1450,BLBD,Blue Bird Corp,"건설장비 및 대형차, 기차, 배",521020
1451,SFT,Shift Technologies Inc Class A,전문품 상점,534030
1452,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1453,SPPI,Spectrum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1454,SCOA,Scion Tech Growth I Class A,기타 금융업,556010
1455,SLAM,Slam Corp Class A,기타 금융업,556010
1456,ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
1457,ALDX,Aldeyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1458,LGAC,Lazard Growth Acquisition Corp I,기타 금융업,556010
1459,ALLT,Allot Ltd,호텔 및 엔터테인먼트,533010
1460,ESPR,Esperion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1461,CRIS,Curis Inc,생명과학 및 메디컬 리서치,562020
1462,CAC,Camden National Corp,은행,551010
1463,CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
1464,TRST,TrustCo Bank Corp N Y,은행,551010
1465,WTRE,Watford Holdings Ltd,보험,553010
1466,FMBH,First Mid Bancshares Inc,은행,551010
1467,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1468,TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
1469,EBON,Ebang International Holdings Inc Class A,"컴퓨터, 전화 및 가전제품",571060
1470,TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
1471,VERU,Veru Inc,"개인, 가정 용품 및 서비스",542010
1472,CLNN,Clene Inc.,생명과학 및 메디컬 리서치,562020
1473,ATLC,Atlanticus Holdings Corp,은행,551010
1474,EGLX,Enthusiast Gaming Holdings Inc,소프트웨어 및 IT서비스,572010
1475,CBTX,CBTX Inc,은행,551010
1476,DBVT,DBV Technologies SA ADR,제약,562010
1477,HTBK,Heritage Commerce Corp,은행,551010
1478,GRSV,Gores Holdings V Inc,기타 금융업,556010
1479,LXRX,Lexicon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1480,QIWI,Qiwi PLC ADR,전문 및 상업 서비스,522030
1481,ANAB,AnaptysBio Inc,생명과학 및 메디컬 리서치,562020
1482,OSUR,OraSure Technologies Inc,헬스케어 장비 및 용품,561010
1483,GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
1484,EOLS,Evolus Inc,생명과학 및 메디컬 리서치,562020
1485,UEIC,Universal Electronics Inc,"컴퓨터, 전화 및 가전제품",571060
1486,ATHA,Athira Pharma Inc,생명과학 및 메디컬 리서치,562020
1487,CDXC,Chromadex Corp,생명과학 및 메디컬 리서치,562020
1488,FDMT,4D Molecular Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1489,HWKN,Hawkins Inc,화학,511010
1490,CLSK,CleanSpark Inc,재생에너지,502010
1491,FFIC,Flushing Financial Corp,은행,551010
1492,ICPT,Intercept Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1493,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
1494,FOSL,Fossil Group Inc,섬유 및 의류,532020
1495,TCRR,TCR2 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1496,DGII,Digi International Inc,커뮤니케이션 및 네트워킹,571020
1497,SIFY,Sify Technologies Ltd ADR,통신 서비스,574010
1498,MGTX,MeiraGTx Holdings PLC,제약,562010
1499,MRNS,Marinus Pharmaceuticals Inc,제약,562010
1500,IIVIP,II-VI Inc Convertible Preference Shares Series A,전자 장비 및 부품,571040
1501,YORW,York Water Co,수도 유틸리티,591030
1502,AWH,Aspira Women's Health Inc,생명과학 및 메디컬 리서치,562020
1503,GOSS,Gossamer Bio Inc,생명과학 및 메디컬 리서치,562020
1504,PETS,Petmed Express Inc,식품 및 약품소매,543010
1505,NSSC,NAPCO Security Technologies Inc,커뮤니케이션 및 네트워킹,571020
1506,KVSC,Khosla Ventures Acquisition III Co Class A,기타 금융업,556010
1507,PDFS,PDF Solutions Inc,반도체 및 반도체 장비,571010
1508,STRL,Sterling Construction Company Inc,건설 및 엔지니어링,522010
1509,VIOT,Viomi Technology Co Ltd ADR,가정용품,532040
1510,ALBO,Albireo Pharma Inc,생명과학 및 메디컬 리서치,562020
1511,CGEN,Compugen Ltd,생명과학 및 메디컬 리서치,562020
1512,CMLFU,CM Life Sciences Inc,기타 금융업,556010
1513,LCYAU,Landcadia Holdings III Inc,기타 금융업,556010
1514,CLLS,Cellectis SA ADR,생명과학 및 메디컬 리서치,562020
1515,ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1516,SMMT,Summit Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1517,PHVS,Pharvaris BV,생명과학 및 메디컬 리서치,562020
1518,BTWNU,Bridgetown Holdings Ltd,기타 금융업,556010
1519,ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
1520,CHW,Calamos Global Dynamic Income Fund,다양한 금융서비스,555010
1521,LOTZ,Carlotz Inc Class A,전문품 상점,534030
1522,VSEC,VSE Corp,우주항공 및 국방,521010
1523,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1524,CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
1525,EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
1526,CRAI,CRA International Inc,전문 및 상업 서비스,522030
1527,MOLN,Molecular Partners AG ADR,생명과학 및 메디컬 리서치,562020
1528,RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
1529,GHVI,Gores Holdings VI Inc Class A,기타 금융업,556010
1530,TWCTU,TWC Tech Holdings II Corp,기타 금융업,556010
1531,LBC,Luther Burbank Corp,은행,551010
1532,WIFI,Boingo Wireless Inc,통신 서비스,574010
1533,HIFS,Hingham Institution For Savings,은행,551010
1534,CMTL,Comtech Telecommunications Corp,커뮤니케이션 및 네트워킹,571020
1535,AMTB,Amerant Bancorp Inc Class A,은행,551010
1536,JOAN,Joann Inc,전문품 상점,534030
1537,ATOS,Atossa Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1538,ULH,Universal Logistics Holdings Inc,화물 및 물류 서비스,524050
1539,OTRK,Ontrak Inc,헬스케어 업체 및 서비스,561020
1540,AGCUU,Altimeter Growth Corp,기타 금융업,556010
1541,APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1542,CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
